date_start,date_end,event
2025-01-01,,Болгария и Румыния стали полноправными членами Шенгенской зоны.
2025-01-01,,Польша принимает председательство в Совете Европейского Союза после Венгрии.
2025-01-01,,"Лихтенштейн стал 37-й страной, легализовавшей однополые браки."
2025-01-01,,"Украина прекратила транспортировку российского газа через территорию страны после истечения пятилетнего транзитного соглашения, а также стала государством-участником Международного уголовного суда."
2025-01-01,,"Теракт в Новом Орлеане. Погибли 15 человек (включая напавшего), пострадали 45."
2025-01-01,,"14 человек погибли и ещё четверо получили ранения в результате стрельбы в Цетине, Черногория."
2025-01-01,,Стрельба в ночном клубе Amazura в Нью-Йорке.
2025-01-01,,Энергетический кризис в Приднестровье.
2025-01-02,,Начало вспышки метапневмовируса человека (hmpv) в китае.
2025-01-03,,В Китае введена в строй крупнейшая в мире гидроаккумулирующая электростанция «Фэннин».
2025-01-03,,"В Сеуле не смогли арестовать бывшего президента Юн Сок Ёля, следователи вошли в резиденцию президента страны, чтобы исполнить ордер на его арест, однако охрана главы государства воспрепятствовала им."
2025-01-04,,Канцлер австрии карл нехаммер объявил о своей отставке.
2025-01-05,,"Всу начали наступление в большесолдатском районе курской области, начав бои за бердин."
2025-01-06,,Премьер-министр Канады Джастин Трюдо объявил о своей отставке.
2025-01-06,,Индонезия стала десятым членом БРИКС.
2025-01-06,,Конгресс США утвердил победу Дональда Трампа.
2025-01-07,,"Лесные пожары в Южной Калифорнии, накрывшие 16,000 га."
2025-01-07,,"В результате землетрясения магнитудой 7,1 в Тибетском автономном районе на юго-западе Китая погибли по меньшей мере 126 человек, ещё 338 получили ранения."
2025-01-08,,Боевики в чаде атаковали президентский дворец. погибло 19 человек.
2025-01-09,,"Парламент Ливана избрал генерала Жозефа Ауна президентом Ливана, положив конец вакууму власти, который длился более двух лет."
2025-01-09,,"В Вашингтоне прошли государственные похороны Джимми Картера, бывшего президента США, который скончался 29 декабря 2024 года. На церемонии присутствовали все пять ныне живущих президентов США. В связи с этим в стране был объявлен национальный траур."
2025-01-10,,Действующий президент Венесуэлы Николас Мадуро принял присягу в качестве президента на третий срок на фоне продолжающегося кризиса после спорных выборов в стране.
2025-01-10,,"Европейская служба по изменению климата Коперник сообщила, что 2024 год стал самым жарким годом в истории и первым календарным годом, в котором была преодолена символическая отметка в 1,5 °C глобального потепления."
2025-01-11,,Массовые антиправительственные акции протеста в монголии.
2025-01-12,,Второй тур президентских выборов в хорватии. на второй срок переизбран президент страны зоран миланович.
2025-01-13,,"В индии началось 45-дневное празднование фестиваля маха кумбха мела, проводимого раз в 144 года."
2025-01-14,2025-02-02,"Чемпионат мира по гандболу среди мужчин 2025 прошёл в Хорватии, Дании и Норвегии."
2025-01-14,,Сумма экономического ущерба от лесных пожаров в Калифорнии достигла $275 млрд.
2025-01-14,,Президент США Джо Байден исключил Кубу из списка государств — спонсоров терроризма в обмен на освобождение 553 кубинских политических заключённых.
2025-01-15,,В Республике Корея со второй попытки был задержан отстранённый в результате импичмента президент Юн Сок Ёль.
2025-01-15,,Израиль и ХАМАС заключили соглашение о возвращении заложников и поэтапном прекращении войны в Газе.
2025-01-16,,Парламентские выборы в вануату.
2025-01-17,,Кабинет министров израиля ратифицировал соглашение с хамас. после одобрения этого решения верховным судом израиля соглашение начнёт действовать 19 января 2025 года.
2025-01-18,,"В тегеране убиты 2 шариатских судьи, один из которых, али разини, входил в совет экспертов, а второй, мохаммад мокисех, ранее работал в верховном суде ирана. стрелок покончил с собой."
2025-01-19,,Социальная сеть TikTok и другие продукты ByteDance прекратили свою работу в США. На следующий день TikTok возобновил свою работу в США после заявления Дональда Трампа.
2025-01-19,,Вступило в силу соглашение между Израилем и ХАМАС о прекращении огня в секторе Газа.
2025-01-20,,Инаугурация 47-го президента сша дональда трампа.
2025-01-21,,78 человек погибли в результате пожара в отеле на популярном лыжном курорте карталкая в турции.
2025-01-22,,"Йеменские хуситы отпустили всех 25 членов экипажа японского судна galaxy leader, державшихся ими в заложниках с ноября 2023 года, в качестве жеста поддержки соглашения о прекращении огня между израилем и хамас."
2025-01-23,,"Таиланд стал 38-й страной и первой в юго-восточной азии, легализовавшей однополые браки."
2025-01-24,,Массовые многотысячные антиправительственные акции протеста в словакии.
2025-01-25,,Первый тур президентских выборов в Греции.
2025-01-25,,Демократическая Республика Конго и Руанда разорвали дипломатические отношения.
2025-01-26,,Президентские выборы в Беларуси. Победу одержал действующий президент Александр Лукашенко.
2025-01-26,,Повстанческая группировка M23 захватила город Гома — административный центр провинции Северное Киву на востоке ДР Конго.
2025-01-27,,"Появление новой модели чат-бота китайского стартапа deepseek вызвало серьёзные потрясения на мировом фондовом рынке, в частности, в технологическом секторе. чиповый гигант nvidia теряет около 600 миллиардов долларов своей стоимости, что является самым большим падением для одной компании в истории фондового рынка сша."
2025-01-28,,Стрелки «Часов Судного дня» перевели на секунду вперёд.
2025-01-28,,"Премьер-министр Сербии Милош Вучевич подал в отставку на фоне протестов после обрушения навеса на железнодорожной станции в Нови-Саде, а также после нескольких инцидентов, в которых члены Сербской прогрессивной партии нападали на студентов в Нови-Саде. Он остаётся исполняющим обязанности до тех пор, пока Народная скупщина не примет его отставку."
2025-01-28,,"Президент США Дональд Трамп подписал несколько указов, касающихся вооружённых сил США, в том числе о создании американского аналога израильской системы противоракетной обороны «Железный купол»."
2025-01-29,,Парламентская делегация Грузии приостановила работу в ПАСЕ.
2025-01-29,,Авиакатастрофа в Вашингтоне из-за столкновения самолёта Bombardier CRJ700 с вертолётом Sikorsky UH-60 Black Hawk над рекой Потомак. В результате столкновения погибли все 67 пассажиров на борту.
2025-01-29,,Ахмед аш-Шараа был объявлен президентом Сирии на переходный период.
2025-01-29,,"Американский истребитель F-35 разбился на Аляске. Пилот выжил, преждевременно катапультировшись."
2025-01-30,,"Даниэль ортега провёл в никарагуа реформу конституции, официально утвердив в стране двоевластие, и сделал свою жену росарио мурильо сопрезидентом. никарагуа была провозглашена социалистической республикой."
2025-01-31,,Проведение второго тура президентских выборов в Греции.
2025-01-31,,"Катастрофа медицинского транспортного самолёта Learjet 55 в Филадельфии. В результате все 6 человек на борту погибли. На земле погиб один человек, 24 пострадали."
2025-02-01,,"Сша вводят 25 % тарифы на товары из мексики и канады, а также 10 % тариф на товары из китая. в ответ китай вводит 15 % тариф на уголь и сжиженный газ из сша."
2025-02-02,,В гоме убиты 773 человека в результате столкновений с повстанческой группировкой м23 в ходе конфликта др конго и руанды.
2025-02-03,,"Взрыв в жк «алые паруса» в москве. погибли два человека, включая основателя батальона «арбат» армена саркисяна, четверо ранены."
2025-02-04,,"Стрельба в школе в городе Эребру в Швеции. Погибли 11 человек, включая напавшего, 15 ранены."
2025-02-04,,"Президент США Дональд Трамп на встрече с премьером-министром Израиля Биньямином Нетаньяху заявил, что Соединённые Штаты готовы взять под свой контроль сектор Газа и что США будет отвечать за восстановление Газы."
2025-02-05,,Палата представителей Филиппин объявила импичмент вице-президенту страны Саре Дутерте.
2025-02-05,,Президент Аргентины Хавьер Милей распорядился о выходе страны из ВОЗ.
2025-02-05,,Израиль вышел из Совета ООН по правам человека.
2025-02-06,,Проведение третьего тура президентских выборов в греции.
