date_start,date_end,event
2016-01-01,,Начало вещания телеканала ТНТ4.
2016-01-01,,Вступило в силу Соглашение о свободной торговле между Украиной и Европейским союзом.
2016-01-02,,"В саудовской аравии казнён проповедник нимр ан-нимр и ещё 46 человек; иран осудил казнь, в бахрейне начались массовые протесты."
2016-01-03,,Саудовская аравия разорвала дипломатические отношения с ираном.
2016-01-04,,Бахрейн и судан разорвали дипломатические отношения с ираном.
2016-01-05,,"Руководство Германии признало, что в новогоднюю ночь в Кёльне около 90 женщин подверглось попыткам ограбления и сексуальным домогательствам со стороны толпы мужчин, возможно арабского или африканского происхождения. Подобные происшествия происходили также в Гамбурге и Штутгарте."
2016-01-05,,В Белоруссии начались протесты против президентского указа № 222.
2016-01-06,,"Кндр объявила об успешном испытании водородной бомбы. службы сейсмического контроля китая, японии, сша и южной кореи зафиксировали землетрясение магнитудой от 4 до 5."
2016-01-10,,В лос-анджелесе прошла 73-я церемония вручения наград «золотой глобус». лучшими фильмами были названы «выживший» и «марсианин».
2016-01-14,,Всемирная организация здравоохранения официально заявила об окончании эпидемии эболы.
2016-01-15,,Джимми Моралес вступил в должность президента Гватемалы.
2016-01-15,,На должность премьер-министра Македонии назначен Эмил Димитриев.
2016-01-15,2016-01-16,в столице Буркина-Фасо Уагадугу группой боевиков были совершены террористические акты. Погибли более 25 человек.
2016-01-16,,Парламентские и президентские выборы на тайване. президентом избрана представитель оппозиции цай инвэнь.
2016-01-20,,В должность премьер-министра Молдовы вступил Павел Филип.
2016-01-20,,Сотрудники Калифорнийского технологического института Майкл Браун и Константин Батыгин объявили об открытии в солнечной системе новой планеты.
2016-01-22,,В должности премьер-министра хорватии утверждён тихомир орешкович.
2016-01-24,,Выборы президента Португалии. Победу одержал Марселу Ребелу ди Соза.
2016-01-24,,Протестующие в Кишинёве выдвинули ультиматум властям Молдавии.
2016-01-28,,Бывший президент Кот-д’Ивуара Лоран Гбагбо предстал перед Международным уголовным судом в Гааге по обвинению в преступлениях против человечества.
2016-01-28,,Всемирная организация здравоохранения объявила о вспышке вируса Зика.
2016-01-29,,В молдавии предложили провести референдум о выборах президента.
2016-01-31,2016-02-14,"36-й чемпионат мира по хоккею с мячом (Ульяновск, Димитровград, Россия)."
2016-02-07,,Кндр осуществила запуск ракеты-носителя с искусственным спутником земли «кванменсон-4».
2016-02-08,2016-02-21,"чемпионат мира по бобслею и скелетону (Игльс, Австрия)."
2016-02-08,2016-02-21,8 — многотысячные протесты мусульманок Боснии против запрета ношения хиджаба.
2016-02-10,2016-02-14,"чемпионат мира по конькобежному спорту на отдельных дистанциях (Коломна, Россия)."
2016-02-11,,Новым премьер-министром Латвии стал Марис Кучинскис.
2016-02-11,,Учёные коллабораций LIGO и VIRGO объявили об экспериментальном открытии 14 сентября 2015 года предсказанных Эйнштейном гравитационных волн.
2016-02-12,,На кубе состоялась встреча папы римского франциска и патриарха московского и всея руси кирилла.
2016-02-12,2016-02-21,II Зимние юношеские Олимпийские игры в Лиллехаммере (Норвегия).
2016-02-14,,Второй тур президентских выборов в цар. победу одержал бывший премьер-министр цар фостен-арканж туадера.
2016-02-16,,"Во флориде в окрестностях залива пенсакола были найдены следы первого испанского поселения на территории современных сша, основанного в 1559 году конкистадором тристаном де луна-и-арельяно."
2016-02-18,,Всеобщие выборы в уганде. действующий президент уганды йовери мусевени переизбран на очередной пятилетний срок.
2016-02-21,,Первый тур президентских выборов в Нигере.
2016-02-21,,Президентские выборы на Коморах (первый тур).
2016-02-22,,Россия и сша подписали проект соглашения о введении режима прекращения огня в сирии с 27 февраля.
2016-02-25,,"На расположенной в посёлке северный шахте «северная» компании «воркутауголь» зафиксирован горный удар. в аварии погибли 36 человек, среди которых как шахтёры, так и спасатели."
2016-02-26,,Парламентские выборы в Иране (первый тур).
2016-02-26,,Парламентские выборы в Ирландии.
2016-02-27,2016-02-28,"чемпионат мира по конькобежному спорту в спринтерском многоборье (Сеул, Южная Корея)."
2016-02-28,,"В лос-анджелесе прошла 88-я церемония вручения наград «оскар». в актёрских номинациях победили леонардо ди каприо («выживший») и бри ларсон («комната»), а лучшим фильмом признан «в центре внимания» томаса маккарти."
2016-03-02,,"Экипаж мкс в составе скотта келли, михаила корниенко и сергея волкова вернулся на землю."
2016-03-03,2016-03-13,"чемпионат мира по биатлону (Хольменколлен, Норвегия)."
2016-03-05,,Парламентские выборы в словакии.
2016-03-05,2016-03-06,"чемпионат мира по конькобежному спорту в классическом многоборье (Берлин, Германия)."
2016-03-06,,Первый тур президентских выборов в бенине. во второй тур вышли: действующий премьер-министр лионель зинсу и независимый кандидат патрис талон.
2016-03-09,,В должность президента португалии вступил марселу ребелу ди соза.
2016-03-11,,Вступил в должность президент кирибати танети маамау.
2016-03-11,2016-03-13,"чемпионат мира по шорт-треку (Сеул, Южная Корея)."
2016-03-14,,В рамках программы «Аврора» с космодрома Байконур запущена марсианская орбитальная станция «ЭкзоМарс» для поиска следов жизни.
2016-03-14,,Парламент Мьянмы избрал президентом страны Тхин Чжо.
2016-03-15,,Россия начала вывод воинской группировки из сирии.
2016-03-19,,"Запущен космический корабль «Союз ТМА-20М» с экипажем в составе: Алексей Овчинин, Олег Скрипочка, Джеффри Уильямс."
2016-03-19,,В результате крушения Boeing 737 в Ростове-на-Дону погибли 62 человека.
2016-03-20,,Внеочередные парламентские выборы в Казахстане.
2016-03-20,,Президентские выборы в Конго. Действующий президент Дени Сассу-Нгессо переизбран на новый семилетний срок.
2016-03-20,,Парламентские выборы в Лаосе.
2016-03-20,,Президентские выборы в Бенине (второй тур). Победу одержал независимый кандидат Патрис Талон.
2016-03-20,,Второй тур президентских выборов в Нигере.
2016-03-22,,"Взрывы в брюссельском аэропорту и брюссельском метрополитене на станции малбек. погибли 38 человек (35 жертв, 3 преступника), более 340 ранены. ответственность за произошедшее взяла на себя организация «исламское государство»."
2016-03-26,,Сирийская армия освободила пальмиру от террористов игил.
2016-03-27,,"В лахоре (пакистан, провинция пенджаб) террорист-смертник подорвал себя. погибли 72 человека, свыше 300 ранены."
2016-03-28,2016-04-03,"чемпионат мира по фигурному катанию (Бостон, США)."
2016-03-30,,В должность президента ЦАР вступил Фостен-Арканж Туадера.
2016-03-30,,В должность президента Мьянмы вступил Тхин Чжо.
2016-03-31,,Во франции началось социальное движение ночное стояние.
2016-04-02,,Столкновения в Нагорном Карабахе между вооружёнными силами Армении и непризнанной Нагорно-Карабахской Республики (НКР) с одной стороны и Азербайджана.
