date_start,date_end,event
2012-01-01,,"На территории России, Беларуси и Казахстана создано Единое экономическое пространство."
2012-01-01,,В России завершено преобразование милиции в полицию.
2012-01-01,,Председательство в Евросоюзе перешло к Дании.
2012-01-01,,Ирландия стала председателем ОБСЕ.
2012-01-01,,В России вступили в силу новые правила прохождения техосмотра автомобилей.
2012-01-01,,Вступила в силу новая конституция Венгрии.
2012-01-13,,"Круизный лайнер «costa concordia», на борту которого находились 4234 человека, потерпел крушение у берегов италии. погибли 30 человек, двое пропали без вести."
2012-01-13,2012-01-22,"I Зимние юношеские Олимпийские игры (Инсбрук, Австрия). Победу одержала сборная Германии."
2012-01-14,,Президентские выборы на тайване. победу одержал действующий президент ма инцзю.
2012-01-15,,"Досрочные выборы мажилиса казахстана. победу одержала народно-демократическая партия «нур отан», набрав 80,99 % голосов."
2012-01-17,,Мартин шульц избран главой европарламента.
2012-01-21,,В египте опубликованы окончательные результаты парламентских выборов. победу одержала партия «братья-мусульмане».
2012-01-22,,Президентские выборы в Финляндии.
2012-01-22,,"В Хорватии прошёл референдум, на котором большинство проголосовало за вступление страны в Европейский союз."
2012-01-23,,Евросоюз ввёл эмбарго на импорт иранской нефти.
2012-01-23,2012-01-29,"чемпионат Европы по фигурному катанию (Шеффилд, Великобритания)."
2012-01-24,,"В египте отменён режим чрезвычайного положения, действовавший более 30 лет."
2012-01-25,2012-01-29,"Всемирный экономический форум (Давос, Швейцария)."
2012-01-29,2012-02-05,"32-й чемпионат мира по хоккею с мячом (Алма-Ата, Казахстан)."
2012-01-30,2012-03-25,тестовые соревнования накануне Олимпийских Игр в Сочи.
2012-01-31,,"Астероид эрос пролетел на расстоянии приблизительно 26,8 млн километров от земли."
2012-02-01,,"Трагедия на стадионе в порт-саиде (египет). погибли 74 человека, ранены порядка 300, в стране объявлен трёхдневный траур."
2012-02-02,,"Крушение парома mv rabaul queen c 350 пассажирами у берегов папуа — новой гвинеи. спасены 238 пассажиров, более 100 объявлены пропавшими без вести."
2012-02-04,,В россии состоялись акции протеста против фальсификации результатов выборов в государственную думу и выборов президента россии.
2012-02-05,,Второй тур выборов президента финляндии. победу одержал саули ниинисте.
2012-02-07,,Президент мальдивской республики мохамед нашид подал в отставку на фоне массовых беспорядков и волнений в стране.
2012-02-12,,Президентские выборы в туркменистане. победу одержал гурбангулы бердымухамедов.
