date_start,date_end,event
2023-01-01,,"Вступление Хорватии в Шенгенскую зону и её переход на евро, став 20-м членом Еврозоны."
2023-01-01,,Вступление Луиса Инасиу Лулы да Силвы в должность президента Бразилии.
2023-01-01,,"В Казахстане вместо Конституционного совета был восстановлен Конституционный суд, упразднённый в 1995 году."
2023-01-06,,Кевин маккарти избран спикером палаты представителей сша.
2023-01-08,,"Штурм сторонниками бывшего президента бразилии жаира болсонару зданий национального конгресса, федерального верховного суда и президентского дворца планалту."
2023-01-10,,"Остановка платной поддержки ос «windows 7» и windows server 2008/r2, также прекращение расширенной поддержки «windows 8.1» и «windows rt» компанией microsoft."
2023-01-13,,Вторжение россии на украину: бои за соледар завершились оккупацией города россией.
2023-01-13,2023-01-14,проведение первого тура президентских выборов в Чехии.
2023-01-14,,"В результате попавшей в жилой дом ракеты после ракетного удара в днепре погибли не менее 46 человек, более 80 ранены."
2023-01-15,,Самолёт atr 72 разбился при заходе на посадку в покхаре (непал). погибли все 72 человека на борту.
2023-01-17,,В Нагорном Карабахе была введена талонная система.
2023-01-17,,Президент Вьетнама Нгуен Суан Фук объявил о своей отставке. Обязанности президента стала исполнять Во Тхи Ань Суан.
2023-01-18,,"В результате крушения вертолёта super puma в броварах погибли 14 человек, руководство мвд украины и 4 человек на земле, 25 ранены."
2023-01-19,,Президент Казахстана Касым-Жомарт Токаев распустил нижнюю палату Парламента и назначил досрочные парламентские выборы на 19 марта 2023 года.
2023-01-19,,Начало протестов против пенсионной реформы во Франции.
2023-01-21,,"Стрельба в монтерей-парке (сша). погибли 10 человек, ещё 10 получили ранения."
2023-01-25,,В россии ликвидирована старейшая правозащитная организация московская хельсинкская группа.
2023-01-27,2023-01-28,"проведение второго тура президентских выборов в Чехии. Избрание независимого кандидата, генерала армии в отставке Петра Павела."
2023-01-29,,Атака беспилотников на стратегические объекты ирана.
2023-01-30,,"Теракт в пешаваре, совершённый террористом-смертником. погибло 84 человека, ранено более 200 человек."
2023-02-01,2023-02-11,Клубный чемпионат мира по футболу 2022 в Марокко.
2023-02-02,2023-02-04,инцидент с китайским аэростатом.
2023-02-06,,"В Татарстане должность президента была переименована в глава республики — раис. Таким образом, Татарстан стал последней республикой в России, где была ликвидирована президентская должность."
2023-02-06,,"Мощное землетрясение в Турции, Сирии, Ливане, сильные и слабые землетрясения в других странах в разных частях света. Погибло более 52 000 человек, более 122 000 человек получили ранения различной тяжести."
2023-02-09,,Взрыв газа в жилом доме на улице линейной в новосибирске. погибли 15 человек.
2023-02-15,,Экс-президент казахстана нурсултан назарбаев лишён всех привилегий и статуса лидера нации («елбасы»).
2023-02-15,,Разрушенный город Кахраманмараш после землетрясения
2023-02-17,2023-02-19,59-я Мюнхенская конференция по безопасности.
2023-02-21,,Россия приостанавливает участие в договоре о стратегических наступательных вооружениях (снв-iii).
2023-02-25,,Парламентские и президентские выборы в нигерии.
