date_start,date_end,event
2018-01-01,,Начало вещания телеканала «Супер (Далее — Суббота!)».
2018-01-01,,В должность президента Швейцарии вступил Ален Берсе.
2018-01-01,,Россия начала председательство в ЕАЭС.
2018-01-01,,Болгария начала председательство в Евросоюзе.
2018-01-01,,В Казахстане начнётся повышение пенсионного возраста для женского населения.
2018-01-02,,Конституционный суд молдовы принял решение временно приостановить полномочия президента игоря додона на время подписания указа об утверждении кандидатур министров и вице-премьеров.
2018-01-03,,Из-за урагана «элеонор» в европе обесточено более 200 тыс. домов.
2018-01-05,,Конституционный суд молдовы вновь принял решение временно приостановить полномочия президента молдовы игоря додона на время подписания закона о запрете трансляции сми из россии.
2018-01-08,,В должность вступила генерал-губернатор барбадоса сандра мейсон.
2018-01-09,2018-01-13,Чемпионат мира по хоккею с мячом среди женщин в Чэндэ (КНР). Победу одержала сборная Швеции.
2018-01-12,,В должность вступил генерал-губернатор сент-люсии невилл сенак.
2018-01-12,2018-01-13,первый тур президентских выборов в Чехии. Во второй тур вышли действующий президент Милош Земан и Иржи Драгош.
2018-01-15,,Нападение на школу в перми (15 пострадавших).
2018-01-16,,"Один из лидеров косовских сербов, глава движения «свобода, демократия, правда» оливер иванович убит в косовска-митровице (северное косово)."
2018-01-19,,"Нападение на школу под улан-удэ, 7 человек пострадали (включая нападавшего)."
2018-01-20,,Вооружённые силы южной осетии вошли в состав вооружённых сил российской федерации.
2018-01-22,,В должность вступил президент либерии джордж веа.
2018-01-26,2018-01-28,второй тур президентских выборов в Чехии. Победу одержал Милош Земан.
2018-01-28,,Президентские выборы в Финляндии.
2018-01-28,,Всероссийская «забастовка избирателей» (причиной стал недопуск оппозиционера Алексея Навального к регистрации кандидатом на президентских выборах из-за непогашённой уголовной судимости).
2018-01-28,2018-02-04,Чемпионат мира по хоккею с мячом 2018 в Хабаровске (Россия) и Харбине (Китай).
2018-02-01,,Запуск с космодрома «Восточный» ракеты-носителя «Союз-2.1а». Выведено два космических аппарата «Канопус-В».
2018-02-01,,"Вслед за Кувейтом, Катаром и Объединёнными Арабскими Эмиратами, Иордания разорвала дипломатические отношения с Северной Кореей."
2018-02-02,,"Сша представили новую ядерную доктрину со времён холодной войны, в которой отмечены главные страны, представляющие ядерную угрозу. в список ввели россию, китай, иран и северную корею."
2018-02-06,,Состоялся первый тестовый полёт американской ракеты-носителя тяжёлого класса Falcon Heavy.
2018-02-06,,"В результате землетрясения на Тайване погибли 12 человек, ещё 277 получили повреждения."
2018-02-09,2018-02-25,"Зимние Олимпийские игры 2018 (Пхёнчхан, Республика Корея)."
