date_start,date_end,event
2002-01-01,,На территории Европейского союза введена в наличных расчётах единая валюта — евро.
2002-01-01,,В России введён налог на добычу полезных ископаемых.
2002-01-01,,В России вступил в силу закон «О государственном пенсионном обеспечении в Российской Федерации».
2002-01-01,,Леви Мванаваса вступил в должность президента Замбии (до 29 июня 2008 года).
2002-01-01,,Майкл Блумберг вступил в должность мэра Нью-Йорка (до 31 декабря 2013 года).
2002-01-01,,Каспар Филлигер вступил в должность президента Швейцарии (до 31 декабря 2002 года).
2002-01-01,,Испания стала Председателем Совета Европейского союза (до 30 июня 2002 года).
2002-01-01,,Председательство в G8 перешло к Канаде (до 1 января 2003 года).
2002-01-01,,Тайвань стал членом Всемирной торговой организации.
2002-01-02,,Эдуардо дуальде избран парламентом временным президентом аргентины (до 25 мая 2003 года).
2002-01-07,,Принята новая конституция комор. название государства изменено с «федеральная исламская республика коморские острова» на «союз коморских островов».
2002-01-09,,Война в афганистане: самолёт kc-130r «геркулес» морской пехоты сша столкнулся с горой при посадке на авиабазе шамси в белуджистане (пакистан). 7 человек погибли.
2002-01-10,,Энрике боланьос вступил в должность президента никарагуа (до 10 января 2007 года).
2002-01-11,,Первые задержанные прибыли в американскую тюрьму на базе в гуантанамо. тюрьма впоследствии получила известность из-за пыток и издевательств над заключёнными.
2002-01-12,,Португалия стала председателем обсе.
2002-01-13,,"В России состоялись выборы глав Республики Адыгея и Кабардино-Балкарской республики. Президентом Адыгеи избран Хазрет Совмен (68,89 % голосов при явке 62,83 %), президентом Кабардино-Балкарии переизбран Валерий Коков (87,18 % голосов при явке 85,87 %)."
2002-01-13,,Инцидент с солёным кренделем: во время просмотра по телевизору матча по американскому футболу в Белом доме президент США Джордж Буш подавился солёным кренделем и на несколько секунд потерял сознание. Случившееся получило широкий общественный резонанс.
2002-01-14,2002-01-20,в Лозанне состоялся чемпионат Европы по фигурному катанию. Победу в общекомандном зачёте одержала сборная России.
2002-01-14,,"Аварийная посадка ту-204 в омске, пострадавших нет."
2002-01-15,,В провинции Хунань (на юго-востоке Китая) в результате взрыва на шахте погибли 25 человек.
2002-01-15,,Ирландец Пэт Кокс занял пост Председателя Европейского парламента (до 20 июля 2004 года).
2002-01-15,,В Тулузе свой первый полёт совершил пассажирский самолёт Airbus A318.
2002-01-16,,Совет Безопасности ООН единогласно проголосовал за наложение санкций на экстремистскую организацию Аль-Каида и движение Талибан.
2002-01-16,,"Под Джокьякартой потерпел катастрофу Boeing 737 компании Garuda Indonesia, в результате которой 1 человек погиб."
2002-01-17,,"Гражданская война в колумбии: ультраправые боевики совершили массовое убийство жителей деревни ченке. 26 человек было убито, сама деревня сожжена."
2002-01-18,,"Вторая чеченская война: в махачкале подорван грузовик с военнослужащими внутренних войск россии. 8 человек погибли, 10 получили ранения."
2002-01-19,,"Война в афганистане: вертолёт ch-53e «супер стэллион» корпуса морской пехоты сша потерпел катастрофу из-за отказа двигателей в районе кабула. 2 человека погибли, 5 получили ранения."
2002-01-19,2002-02-13,"в Мали состоялся 23-й Кубок африканских наций по футболу. Победу одержала сборная Камеруна, второе место заняла сборная Сенегала, третье — сборная Нигерии."
2002-01-21,,Хамада Мади занял пост временного президента Комор (до 26 мая 2002 года) .
