date_start,date_end,event
2005-01-01,,"В россии вступил в силу закон о монетизации льгот. это вызвало акции протеста в москве, санкт-петербурге, самаре и ряде других городов страны."
2005-01-01,,Джинна Гис вернулась домой из больницы и официально стала первым человеком пережившим бешенство без вакцинации.
2005-01-02,,В хорватии прошёл первый тур президентских выборов.
2005-01-03,,Террористами убит губернатор багдада али аль-хаидри.
2005-01-05,,Открытие самой массивной известной карликовой планеты в солнечной системе под названием эрида. была открыта группой под руководством майкла брауна благодаря изображениям полученных 21 октября 2003 года в паломарской обсерватории.
2005-01-09,,Махмуд аббас избран председателем палестинской национальной администрации.
2005-01-09,,Завершение Второй Гражданской войны в Судане спустя 21 год после её начала и подписание Найвашского соглашения и последующий референдум спустя 6 лет давший независимость Южному Судану.
2005-01-12,,"Старт зонда «deep impact», запущенного с мыса канаверал, цель миссии которого — протаранить специальным снарядом ядро кометы темпеля 1."
2005-01-13,,"В эвенкийском автономном округе разбился самолёт ан-2 рейсом ванавара — тура. на борту находились 9 человек, в том числе и заместитель губернатора эао иван сафронов."
2005-01-14,,"Космический аппарат huygens совершил посадку на поверхность титана, самого большого спутника сатурна."
2005-01-16,,"Во втором туре президентских выборов в хорватии победу одержал степан месич, набравший 66 % голосов."
2005-01-18,,"На сайте vip.lenta.ru опубликована большая статья сергея рублёва «на пути к абсолютному знанию», посвящённая википедии.."
2005-01-20,,Джордж буш (младший) вступил в должность президента сша на второй срок.
2005-01-20,,Наблюдение самого интенсивного события солнечной частицы в истории.
2005-01-22,,"Министр иностранных дел северной кореи ким ке гван объявил, что кндр является ядерной державой."
2005-01-23,,В. а. ющенко принял присягу и вступил на пост президента украины.
2005-01-25,,"В сатаре, что в 300 км от индийского мумбая, в результате давки во время паломничества индуистов погибли 257 человек."
2005-01-26,,На западе ирака разбился американский вертолёт ch-53. погиб 31 военнослужащий сша.
2005-01-30,,Первые парламентские выборы в ираке после свержения социалистической партии ирака (баас) возглавляемой саддамом хуссейном.
2005-02-01,,Была основана южнокорейская звукозаписывающая развлекательная компания «big hit entertainment».
2005-02-03,,"Под кабулом разбился boeing 737—200 компании kam air, погибли 104 человека. крупнейшая авиакатастрофа в афганистане."
2005-02-07,,Вышел указ президента Азербайджана Ильхама Алиева о деноминации маната.
2005-02-07,,Эллен Макартур (Великобритания) установила новый мировой рекорд по кругосветному плаванию в одиночку на парусном тримаране — 71 сутки 14 часов 18 минут и 33 секунды. Она была в пути с 28 ноября 2004 года.
2005-02-10,,"Корейская народно-демократическая республика объявила, что она обладает ядерным оружием."
2005-02-14,,"Погиб ливанский политический деятель Рафик Харири, начало массовых акций протеста за вывод сирийских войск с территории Ливана. По аналогии с цветными революциями на постсоветском пространстве акции получили название «революция кедров» (или «кедровая революция»)."
2005-02-14,,"Стив Чен, Чад Хёрли и Джавед Карим основали в США видеохостинг «YouTube»."
2005-02-16,,"Вступил в силу киотский протокол, без поддержки сша и австралии."
2005-02-16,2005-02-20,"Чемпионат Европы по биатлону 2005 (Новосибирск, Россия)."
2005-02-20,,Начало вещания телеканала «звезда».
2005-02-28,,"В голливуде прошла церемония вручения премий оскар. пять золотых статуэток получил фильм «авиатор», четыре оскара — фильм «девушка на миллион долларов» с клинтом иствудом."
2005-03-01,,Сбор средств в фонд «викимедиа» завершён. за 12 дней удалось собрать 94 649 долларов.
2005-03-02,,Лунный зонд «smart-1» вышел на рабочую орбиту.
2005-03-04,,"Миллионер стив фоссетт облетел вокруг земли на самолёте за 67 часов без дозаправки, тем самым побив мировой рекорд."
2005-03-06,,Начало вещания телеканала «домашний».
2005-03-08,,Вторая чеченская война: ликвидирован президент ичкерии аслан масхадов.
2005-03-09,,"Президенту польши александру квасьневскому присвоено звание почётного доктора (honoris causa) вильнюсского университета за заслуги в расширении стратегического партнёрства литвы и польши, в содействии укреплению взаимного доверия литовского и польского народов и развитию научных связей высших школ литвы и польши."
2005-03-14,,"Почти 1 млн человек собрались в бейруте на оппозиционный митинг, спустя месяц после смерти премьер-министра рафика харири. это самый крупный митинг за всю историю ливана."
2005-03-16,,Катастрофа ан-24 в посёлке варандей.
2005-03-21,,Массовое убийство в школе ред-лейка.
2005-03-24,,Кризис власти в Кыргызстане достиг своего пика. 15 тысячам митингующих удалось штурмом взять здание на центральной площади Бишкека «Ала-Тоо». Президент Аскар Акаев бежал. Эти события были названы «Тюльпановой революцией». Она стала третьей «цветной революцией» на постсоветском пространстве.
2005-03-28,,"Вынесен обвинительный приговор таганского райсуда города москвы (федеральный судья владимир прощенко) против руководителя сахаровского центра юрия самодурова, организовавшего выставку «осторожно, религия!»."
2005-04-02,,В санкт-петербурге открылась новая станция метрополитена «комендантский проспект».
2005-04-03,,Совершено вооружённое нападение на тюрьму абу-грейб (ирак). ответственность за атаку взяла на себя исламистская организация «аль-каида».
2005-04-05,,Аскар акаев сложил с себя полномочия президента кыргызстана.
