date_start,date_end,event
2008-01-01,,"Мальта, кипр и акротири и декелия вошли в еврозону (ввели евро)."
2008-01-01,,Председателем евросоюза становится словения.
2008-01-04,,"Из-за политической международной напряжённости и убийства 4 французских туристов 24 декабря 2007 года, ралли «дакар-2008» отменены."
2008-01-05,,Президентские выборы в грузии.
2008-01-07,,"В этот день православного рождества впервые арбатско-покровская линия московского метрополитена(синяя ветка) заработала наконец в режиме полноценного диаметра. всю первую половину дня поезда по этой линии уже прямиком ходили от «щёлковской» до «молодёжной». позже со второй половины дня так же вновь заработала станция «крылатское», переданная в состав арбатско-покровской линии, а так же новая станция «строгино»."
2008-01-14,,"Зонд «messenger» делает первый пролёт вблизи меркурия, на орбиту же вокруг планеты он выйдет только 18 марта 2011 года."
2008-01-20,,1-й тур президентских выборов в сербии.
2008-01-23,2008-01-27,"в швейцарском Давосе состоялся Всемирный экономический форум, на котором, в частности, было официально признано, что мировая экономика переживает финансовый кризис."
2008-02-02,,В магазине одежды «lane bryant» в тинли-парке произошла кровавая бойня.
2008-02-03,,2-й тур президентских выборов в сербии.
2008-02-02,2008-02-04,в Чаде вторая попытка повстанцев захватить столицу после 2006 года.
2008-02-05,,Вступление украины в вто.
2008-02-05,,«супер-вторник». день выборов делегатов на партийные съезды в сша.
2008-02-07,,"121-й старт (sts-122) по программе спейс шаттл. 29-й полёт шаттла атлантис. экипаж — стивен фрик, алан пойндекстер, рекс уолхайм, стэнли лав (stanley love), леланд мелвин, ханс шлегель (германия), леопольд эйартц (франция). продолжение строительства международной космической станции."
2008-02-17,,Провозглашение в одностороннем порядке независимости автономного края косово и метохия от сербии.
2008-02-19,,Фидель кастро подал в отставку с постов главы госсовета и главнокомандующего армией кубы.
2008-02-19,,Выборы третьего президента республики армения.
2008-02-21,,"Демонстрации в белграде против провозглашения независимости косово, окончившиеся массовыми беспорядками, погромами посольств стран, которые признали независимость косово."
2008-02-21,,Вооружённые силы турции начали сухопутную операцию на севере ирака против курдских боевиков
2008-03-02,,Прошли выборы третьего президента российской федерации. победил дмитрий анатольевич медведев. пятый единый день голосования в регионах россии
2008-03-08,,Визит в москву федерального канцлера германии ангелы меркель.
2008-03-09,,Ека запустило первый грузовой корабль atv (automated transfer vehicle) под названием «жюль верн» с космодрома куру (французская гвиана).
2008-03-10,,"Исрп одержала победу на парламентских выборах в испании. исрп получила 168 мест в парламенте, её основной соперник — консервативная народная партия получила 154 места. оставшиеся места (всего в парламенте 350 места) поделили между собой ещё восемь партий, в основном региональные."
2008-03-10,,"В сербии разразился новый политический кризис — в отставку подало правительство воислава коштуницы. из-за различия в подходе к процессу евроинтеграции распалась коалиция, которая фактически находилась у власти со времени падения режима слободана милошевича в октябре 2000 года."
2008-03-11,,"122-й старт (sts-123) по программе спейс шаттл. 21-й полёт шаттла индевор. экипаж — доминик гори, грегори джонсон, ричард линнехан, роберт бенкен, майкл фореман, такао дои (япония), гаррет рейсман. продолжение строительства международной космической станции."
