date_start,date_end,event
2007-01-01,,"Красноярский край, Таймырский (Долгано-Ненецкий) и Эвенкийский автономные округа объединились в единый субъект Российской Федерации — Красноярский край."
2007-01-01,,Закон 255-ФЗ от 29.12.2006 отменил больничный лист по уходу за здоровым ребёнком.
2007-01-01,,Словения ввела евро.
2007-01-01,,"Болгария и Румыния вступили в Европейский союз. Болгарский, ирландский и румынский стали официальными языками ЕС (присоединяясь к 20 другим языкам)."
2007-01-01,,Пан Ги Мун стал Генеральным секретарём ООН.
2007-01-01,,"Авиакатастрофа в Индонезии. Самолёт Boeing 737, принадлежавший компании «Adam Air» (рейс Джакарта — Сурабая — Манадо), упал в Яванское море."
2007-01-01,,Ангола вступила в ОПЕК.
2007-01-01,,Война в Сомали: силы Союза исламских судов оставили свой последний укреплённый пункт Кисмайо и отступили к границе с Кенией.
2007-01-01,,Вступил в силу Закон о полномочиях общественной палаты Абхазии.
2007-01-06,2007-01-21,ралли Дакар 2007.
2007-01-09,,Компания apple представила первое поколение смартфона iphone.
2007-01-11,,"Вьетнам вступил в вто, став 150-м членом этой организации."
2007-01-15,,Повешены единоутробный брат саддама хусейна и глава военной разведки ирака барзан ибрагим ат-тикрити и председатель революционного суда ирака аввад хамид аль-бандар.
2007-01-17,2007-01-19,ураган «Кирилл» прошёл над большей частью Европы.
2007-01-30,,Операционная система windows vista официально поступила в продажу в россии.
2007-02-04,,В санкт-петербурге у вестибюля станции метро «владимирская» произошёл взрыв.
2007-02-08,,Танцор фламенко и цыганский активист хоакин кортес стал послом цыган в европейском союзе.
2007-02-10,,Президент россии в. в. путин произнёс «мюнхенскую речь».
2007-02-14,,Гурбангулы бердымухамедов вступил в должность президента туркменистана.
2007-02-18,,Взрыв ресторана «макдоналдс» в санкт-петербурге.
2007-02-21,,Премьер-министр италии романо проди подал в отставку.
2007-03-01,,Начало второй московской биеннале современного искусства. она продлилась до 1 апреля.
2007-03-02,,Рамзан кадыров утверждён парламентом чеченской республики на посту президента республики. его кандидатура была внесена президентом россии 1 марта.
2007-03-17,,"При заходе на посадку в самарский аэропорт курумоч потерпел крушение самолёт ту-134, погибли 6 человек."
2007-03-18,,"Запуск системы оплаты общественного транспорта pasmo в токио, япония."
2007-03-19,,"Взрыв метана на угольной шахте «ульяновская» в кемеровской области. спасено 93 человека, число погибших составило 110 человек."
2007-03-23,,"В сомали сбит белорусский самолёт ил-76тд, 11 погибших."
2007-03-27,,"Подписан договор «о государственной границе между россией и латвией». латвия отказалась от территориальных претензий относительно пыталовского района псковской области, входившего до второй мировой войны в состав латвийской области латгале."
2007-04-02,,Президент украины виктор ющенко издал указ о роспуске верховной рады. коалиция отказалась признавать указ.
2007-04-03,,"Во франции электропоездом tgv pos был установлен мировой рекорд скорости — 578,8 км/ч."
2007-04-04,,Серж саргсян стал премьер-министром армении.
2007-04-05,,У берегов острова тира затонул круизный лайнер «sea diamond».
2007-04-07,,"Старт космического корабля союз тма-10. экипаж старта — ф. н. юрчихин, о. в. котов и ч. шимоньи (венгрия-сша)."
2007-04-16,,"Чо сын хи совершил массовый расстрел в политехническом институте штата виргиния, выпускником которого он являлся. убив 32 и ранив ещё 25 человек, он покончил с собой выстрелом в голову."
2007-04-21,,"Приземление космического корабля союз тма-9. экипаж посадки — м. в. тюрин, м. лопес-алегриа (испания-сша) и ч. шимоньи (венгрия-сша)."
2007-04-23,,С индийского космодрома шрихарикота с помощью ракеты-носителя pslv-c8 запущен итальянский астрономический спутник agile.
2007-04-24,,Открытие планеты глизе 581c.
2007-04-27,,В Эстонии перенесён памятник советскому воину-освободителю Бронзовый солдат.
