date_start,date_end,event
2009-01-01,,В 10:00 по московскому времени Газпром прекратил поставки газа на Украину в полном объёме. (Подробнее см. Газовый конфликт между Россией и Украиной 2008—2009 года).
2009-01-01,,"Австрия, Япония, Уганда, Мексика и Турция получают места в Совете Безопасности ООН."
2009-01-01,,"Асунсьон — столица Парагвая, получила статус Американской культурной столицы, а Вильнюс и Линц — статус Европейских культурных столиц."
2009-01-01,,Единый госэкзамен стал обязательным во всей России.
2009-01-01,,Словакия перешла на евро и стала 16-м членом еврозоны.
2009-01-01,,Чехия стала Государством-председателем Совета Европейского союза.
2009-01-01,,Великобритания запретила продажу ламп накаливания мощностью более 60 Вт. Лампы накаливания исчезнут из торговой сети ЕС к сентябрю 2012 года.
2009-01-03,,Армия обороны Израиля начала сухопутную часть операции «Литой свинец».
2009-01-03,,Атака Израиля вызвала взрыв в жилой части сектора Газа (12 января 2009)
2009-01-03,,В Буэнос-Айресе стартовало ралли «Дакар-2009».
2009-01-09,,"На алтае потерпел катастрофу вертолёт ми-171 компании «газпромавиа», погибли 7 из 11 человек на борту, в том числе — александр косопкин — полномочный представитель президента рф в государственной думе и сергей ливишин — сотрудник аппарата госдумы рф."
2009-01-11,,Прошла 66-я церемония вручения кинопремии «золотой глобус».
2009-01-13,,"Эфиопские вооружённые силы покинули сомали, где последние два года пытались поддерживать порядок."
2009-01-15,,"Airbus A320, следовавший рейсом 1549 авиакомпании US Airways, совершил аварийную посадку на воду реки Гудзон в Нью-Йорке."
2009-01-15,,Официальная церемония открытия Международного года астрономии.
2009-01-18,,"Израиль в одностороннем порядке прекратил боевые действия в секторе газа, где начиная с 27 декабря 2008 года проходила израильская военная операция «литой свинец»."
2009-01-19,,Разрешён газовый конфликт между россией и украиной.
2009-01-20,,Инаугурация президента сша барака обамы.
2009-01-22,,"Барак Обама подписывает приказ о закрытии в течение года лагеря для интернированных в заливе Гуантанамо, где содержались неграждане, которым были предъявлены обвинения в терроризме."
2009-01-22,,Конголезский повстанческий лидер Лоран Нкунда захвачен руандскими вооружёнными силами — в ходе попытки пересечь границу Руанды.
2009-01-23,,"С космодрома танегасима запущен на околоземную орбиту спутник «ibuki», первый в мире спутник для определения содержания парниковых газов в атмосфере земли."
2009-01-25,2009-01-27,внеочередной Архиерейский собор Русской православной церкви. Поместный собор Русской православной церкви избрал нового Патриарха Московского и всея Руси. Им стал Кирилл.
2009-01-26,,"Первое слушание Международным Уголовным Судом по делу бывшего лидера Конголезского патриотического союза Томаса Любанги прошло успешно. Ему предъявлены обвинения в привлечении молодых солдат к грабежам, убийствам и изнасилованиям."
2009-01-26,,Создано Международное агентство по возобновляемым источникам энергии.
2009-01-28,,"Открытие ежегодного всемирного экономического форума в давосе, швейцария."
2009-01-30,,С космодрома Плесецк с помощью ракеты-носителя Циклон-3 запущен российский космический аппарат Коронас-Фотон.
2009-01-30,,"Финансовый кризис 2008 года в Исландии: Крах исландского правительства и банковской системы, премьер-министр Гейр Хилмар немедленно уходит в отставку."
2009-01-31,,Старт турнира Кубок Легенд в Москве.
2009-01-31,,В Ираке прошли выборы в местные органы власти
2009-02-01,,Интронизация новоизбранного патриарха московского и всея руси кирилла.
2009-02-03,,В честь 30-й годовщины иранской революции запущен первый иранский искусственный спутник земли «омид».
2009-02-04,,В столице мадагаскара антананариву по меньшей мере 28 человек погибли и более 200 получили ранения в результате обстрела полицейскими оппозиционной демонстрации против действующего президента марка раваломанану.
2009-02-10,,В израиле прошли внеочередные выборы в кнессет.
2009-02-10,,Первое в истории столкновение американского и российского спутников.
2009-02-22,,В голливуде состоялась церемония вручения кинопремии «оскар» за 2008 год. лучшим фильмом года признан «миллионер из трущоб».
2009-02-25,,"Авиалайнер boeing 737-8f2 авиакомпании turkish airlines, упал в амстердаме при заходе на посадку."
2009-02-25,,"До 81 человека выросло число жертв бунта пограничников в бангладеш, вспыхнувшего 25 февраля в столице страны дакке."
2009-03-01,,"Китайский лунный зонд «чанъэ-1» закончил программу исследований, и был уничтожен путём жёсткой посадки на лунную поверхность. одной из задач спутника было построение трёхмерной топографической карты луны."
2009-03-07,,Открыта станция метро «спасская» петербургского метрополитена.
2009-03-07,,С мыса канаверал стартовал космический телескоп «кеплер» предназначенный для поиска внеземной жизни.
2009-03-09,,Президент сша барак обама снял все ограничения на проведение исследований стволовых клеток эмбриона человека.
2009-03-15,,"125-й старт (sts-119) по программе спейс шаттл. 36-й полет шаттла дискавери. экипаж — ли аршамбо, тони антонелли, джон филлипс, стив свэнсон, джозеф акаба, ричард арнольд, коити ваката (япония). продолжение строительства международной космической станции. шаттл вернулся 28 марта."
2009-03-22,,Первый тур президентских выборов в республике македонии.
2009-03-26,,"Запуск космического корабля «союз тма-14» к мкс. экипаж старта — г. и. падалка, м. баррат (сша) и ч. шимоньи (венгрия-сша)."
2009-03-29,,Парламентские выборы в черногории.
2009-03-26,,"Указом президента украины в. а. ющенко для награждения граждан, внёсших значительный вклад в возрождение национальных культурно-художественных, военно-исторического наследия, заслуг в деле государственного строительства, благотворительности и другой деятельности, учреждён орден «крест ивана мазепы» (см. без точных дат 1940 год)."
2009-04-01,,Албания и хорватия присоединились к нато.
2009-04-02,,Лондонский саммит g-20
2009-04-03,2009-04-04,"юбилейный саммит НАТО в Страсбурге, Келе и Баден-Бадене."
2009-04-05,,Кндр попыталась запустить исз «кванмёнсон-2» (спутник упал в тихий океан).
2009-04-05,,Парламентские выборы в молдове.
2009-04-05,,Второй тур президентских выборов в республике македонии.
2009-04-07,,Массовые беспорядки в Кишинёве.
2009-04-07,,"Верховный суд Перу приговорил экс-президента страны Альберто Фухимори к 25 годам тюремного заключения, после того как он был признан виновным в нарушениях прав человека."
2009-04-08,,Приземление космического корабля союз тма-13 с международным экипажем на борту.
2009-04-12,,Правительство зимбабве объявило о приостановлении выпуска своей национальной валюты — доллара зимбабве. выпущенные купюры будут действительны до 30 июня 2009 года.
2009-04-14,,Телеканал планета спорт прекращает своё вещание выпуском новостей вести-спорт.
2009-04-16,,"В чечне отменён режим «контртеррористической операции», действовавший с 1999 года."
2009-04-18,,Парламент сомали принял решение о введении на территории страны шариата.
2009-04-19,,Празднование православной пасхи.
2009-04-20,,Выход альбома sounds of the universe группы depeche mode.
2009-04-21,,Юнеско запустило всемирную цифровую библиотеку.
2009-04-27,,Майор полиции открыл огонь по людям в московском супермаркете.
2009-04-30,,Массовое убийство в азербайджанской государственной нефтяной академии.
2009-04-30,,В Мексике началась вспышка свиного гриппа.
2009-05-03,,"На очередных президентских выборах в панаме победу одержал представитель оппозиционной партии, 57-летний владелец сети супермаркетов рикардо мартинелли. действующий президент мартин торрихос не мог участвовать в выборах ввиду того, что конституция ограничивает период президентства одним сроком."
2009-05-11,,126-й старт (sts-125) по программе спейс шаттл с международным экипажем на борту. 30-й полет шаттла атлантис. пятый полёт к телескопу «хаббл».
2009-05-16,,Представитель норвегии александр рыбак победил на конкурсе песни евровидение в москве.
2009-05-17,,В парламент Кувейта впервые избраны женщины.
2009-05-17,,Президентом Литвы избрана Даля Грибаускайте.
2009-05-18,,Гражданская война на шри-ланке объявлена оконченной.
2009-05-20,,Финал кубка уефа в стамбуле. победитель — донецкий «шахтёр».
2009-05-25,,"Кндр провела второе (возможно, третье) ядерное испытание в своей истории."
2009-05-26,,Президент нигера мамаду танджа подписал указ о роспуске национального собрания.
2009-05-27,,Запуск космического корабля «союз тма-15» с международным экипажем на борту к мкс.
2009-05-27,,Финал лиги чемпионов уефа в риме. победитель — «барселона».
2009-06-01,,Катастрофа airbus a330 над атлантическим океаном. погибло 228 человек.
2009-06-04,2009-06-07,выборы в Европарламент.
2009-06-08,,"Умер омар бонго, президент габона в течение 42 лет."
2009-06-08,,Молочная война — обострение отношений между беларусью и россией 8 июня 2009 года в связи с молочным экспортом.
2009-06-11,,Впервые за 40 лет воз объявила о всемирной пандемии свиного гриппа.
2009-06-12,,Президентские выборы в иране.
2009-06-12,,Сша перешли с аналогового телевидения на цифровое.
2009-06-13,,Массовые беспорядки в иране.
2009-06-15,2009-06-16,"саммиты ШОС и БРИК в Екатеринбурге, Россия."
2009-06-15,2009-06-29,чемпионат Европы по футболу среди молодёжных команд.
2009-06-19,,Запуск lunar reconnaissance orbiter.
2009-06-22,,Покушение на президента ингушетии юнус-бека евкурова.
2009-06-25,,Майкл джексон скончался в результате передозировки препаратами (пропофола).
2009-06-28,,Военный переворот в гондурасе.
2009-07-01,,Швеция стала государством-председателем совета европейского союза.
2009-07-01,,В россии разрешена деятельность игорных заведений только в специальных игорных зонах.
2009-07-05,,"Китайские солдаты оружием подавили акцию протеста уйгуров в г. урумчи, были убитые и раненые."
2009-07-06,2009-07-07,визит президента США Барака Обамы в Россию.
2009-07-08,2009-07-10,"саммит G8 в Л’Акуиле, Италия."
2009-07-15,,"127-й старт (sts-127) по программе спейс шаттл. 23-й полёт шаттла индевор. экипаж — марк полански, даглас хёрли, дэвид вулф, жюли пайетт (канада), кристофер кэссиди, томас маршбёрн, тимоти копра. продолжение строительства международной космической станции доставка «внешней экспериментальной платформы» (jem ef)."
2009-07-21,2009-08-02,Чемпионат Европы по футболу 2009 (юноши до 19 лет).
2009-07-23,,Досрочные президентские выборы в кыргызстане.
2009-07-29,,Досрочные парламентские выборы в молдове.
2009-08-01,,Генеральным секретарём нато стал андерс фог расмуссен.
2009-08-14,,На стратегической российской подлодке к-496 «борисоглебск» проекта 667бдр спущен андреевский флаг.
2009-08-17,,теракт в Назрани. 25 человек погибло и 136 получили ранения различной степени тяжести.
2009-08-17,,"техногенная катастрофа на Саяно-Шушенской ГЭС, погибло 75 человек, ранено более 15."
2009-08-18,2009-08-23,в Жуковском прошёл IX Международный авиационно-космический салон (МАКС).
2009-08-20,,В исламской республике афганистан прошли вторые в истории страны президентские выборы. победу одержал хамид карзай.
2009-08-26,,Запущен самый высокогорный газопровод «дзуарикау — цхинвал».
2009-08-24,,Миссия шаттла «дискавери» к мкс.
2009-08-28,,Матч за суперкубок уефа по футболу в монако между «барселоной» и «шахтёром». закончился со счётом 1:0.
2009-08-29,,открытие в Донецке стадиона класса «элит» Донбасс-Арена.
2009-08-29,,"128-й старт по программе Спейс Шаттл. 37-й полёт шаттла Дискавери. Экипаж — Фредерик Стеркоу, Кевин Форд, Патрик Форрестер, Джон Оливас, Хосе Эрнандес, Кристер Фуглесанг (Швеция), Николь Стотт. Продолжение строительства Международной космической станции."
2009-09-01,,В евросоюзе запрещена продажа ламп накаливания мощностью 100 ватт.
2009-09-24,2009-09-25,саммит G20.
2009-09-27,,Очередные выборы в германский бундестаг.
2009-09-27,,Парламентские выборы в португалии.
2009-09-30,,"Запуск космического корабля «союз тма-16» к мкс. экипаж старта — максим сураев, джеффри уильямс (сша) и ги лалиберте (канада)."
2009-10-02,,на повторном референдуме в Ирландии ратифицирован Лиссабонский договор.
2009-10-02,,Рио-де-Жанейро выбран местом проведения XXXI Летних Олимпийских игр.
2009-10-03,,Создан тю́ркский сове́т
2009-10-09,,Бараку обаме присудили нобелевскую премию мира.
2009-10-11,,"приземление космического корабля Союз ТМА-14. Экипаж посадки — Г. И. Падалка, Майкл Баррат (США) и Г. Лалиберте (Канада)."
2009-10-11,,"единый день голосования в России. Выборы в законодательные органы ряда регионов, а также мэров ряда областных центров и других органов местного самоуправления."
2009-10-14,2009-10-24,в Беларуси прошла перепись населения.
2009-10-22,,Начало розничных продаж операционной системы windows 7
2009-10-28,,Первый тестовый запуск ракеты-носителя «арес-1».
2009-11-03,,Президент чехии вацлав клаус подписал лиссабонский договор.
2009-11-07,,"По инициативе русского общевоинского союза группа российских антикоммунистических организаций (ровс, российский имперский союз-орден, санкт-петербургская группа народно-трудового союза российских солидаристов, историко-просветительский клуб «вчера и сегодня») обратилась в европейский парламент и обсе с предложением объявить 7 ноября международным днём памяти жертв коммунизма."
2009-11-07,,13 и 23 ноября — взрывы боеприпасов в ФГУП «31-й арсенал МО РФ» ВМФ в Ульяновске.
2009-11-16,,"129-й старт (sts-129) по программе спейс шаттл. 31-й полёт шаттла атлантис. экипаж — чарльз хобо, барри уилмор, майкл форман, роберт сэтчер, рэндолф брезник, леланд мелвин. продолжение строительства мкс."
2009-11-18,,Определились все участники чемпионата мира по футболу 2010 года в юар.
2009-11-19,,"Херман ван ромпёй избран первым постоянным председателем европейского совета, кэтрин эштон — высоким представителем ес по иностранным делам и политике безопасности."
2009-11-22,,Президентские выборы в румынии (первый тур).
2009-11-27,,"В результате совершённого исламскими террористами теракта произошло крушение поезда «невский экспресс». погибли 28 человек, ещё 95 пострадали."
2009-12-01,,"приземление космического корабля Союз ТМА-15. Экипаж посадки — Р. Ю. Романенко, Ф. де Винне (Бельгия) и Р. Тёрск (Канада)."
2009-12-01,,вступил в силу Лиссабонский договор о реформе Европейского союза.
2009-12-05,,Пожар в ночном клубе «хромая лошадь» в перми. погибли 158 человек.
2009-12-04,,В кейптауне состоялась жеребьёвка финалистов чемпионата мира по футболу 2010.
2009-12-05,,"Городам архангельск, козельск и псков указом президента российской федерации присвоены звания город воинской славы."
2009-12-07,,В копенгагене начала работу конференция по изменению климата.
2009-12-10,2009-12-11,"на заседании на Мадейре УЕФА принято окончательное решение по городам Украины, которые будут принимать Чемпионат Европы по футболу 2012."
2009-12-11,,"Представлена игровая видеоприставка uzebox, которую может спаять самостоятельно любой радиолюбитель."
2009-12-12,,Президентские выборы в абхазии.
2009-12-18,,Началась регулярная эксплуатация высокоскоростного электропоезда «сапсан» по маршруту москва — санкт-петербург.
2009-12-20,,"Запуск космического корабля «союз тма-17» к мкс. экипаж старта — олег котов, тимоти кример (сша) и соити ногути (япония)."
2009-12-26,,"Открытие станций «мякинино», «волоколамская» и «митино» арбатско-покровской линии московского метрополитена."
2009-12-26,,Открытие станции «горьковская» после ремонта и открытие наземного вестибюля станции «звенигородская» петербургского метрополитена.
2009-12-27,,Президентские выборы в хорватии (первый тур).
2009-12-30,,Вышел тысячный выпуск капитал-шоу «поле чудес».
