date_start,date_end,event
2004-01-03,,Катастрофа boeing 737 египетской авиакомпании flash airlines вскоре после вылета из шарм-эш-шейха: погибли 148 человек.
2004-01-04,,Михаил саакашвили одержал победу на президентских выборах в грузии (после «революции роз»).
2004-01-04,,Марсоход spirit (mer-a) успешно совершил посадку на поверхность марса и приступил к исследованиям.
2004-01-05,2004-01-10,В голд-кост (австралия) прошёл женский теннисный турнир uncle tobys hardcourts 2004.
2004-01-05,2004-01-11,В окленде (новая зеландия) прошёл 19-й ежегодный международный женский теннисный турнир asb classic 2004.
2004-01-08,,Состоялась церемония «крещения» крупнейшего океанского лайнера queen mary 2 (крестной матерью судна стала королева елизавета ii).
2004-01-11,,Инцидент с поездом №1908 в россии: из-за психического расстройства машиниста тяжёлый грузовой состав (5175 тонн) неконтролируемо проследовал мимо ряда станций; остановить его удалось только отключением электричества на линии.
2004-01-13,,Самолёт як-40 авиакомпании «узбекские авиалинии» при посадке в ташкенте выкатился за пределы впп и врезался в здания: погибло 37 человек (крупнейшая авиакатастрофа в узбекистане с 1991 года).
2004-01-19,,На фестивале sundance состоялась премьера фильма ужасов «пила: игра на выживание».
2004-02-01,,Во время хаджа в мекке произошла давка: погиб 251 паломник.
2004-02-03,,В москве прошёл viii всемирный русский народный собор на тему «россия и православный мир».
2004-02-04,,Начало работы крупнейшей в мире социальной сети facebook (основана марком цукербергом в сша).
2004-02-06,,"В 8:32 по московскому времени в московском метро на перегоне автозаводская - павелецкая произошёл теракт: погибли 42 человека, свыше 250 ранены."
2004-02-09,,В санкт-петербурге группой подростков из ксенофобских побуждений убита 8-летняя таджикская девочка хуршеда султонова (дело получило широкий общественный резонанс).
2004-02-14,,"Обрушилась крыша московского аквапарка «трансвааль-парк»: погибли 28 человек, десятки ранены."
2004-02-17,,В грузии введён пост премьер-министра вместо государственного министра; главой правительства стал зураб жвания (ранее госминистр).
2004-02-18,,"В окрестностях нишапура (иран) произошёл взрыв семи вагонов с промышленными химикатами, сошедших с ж/д путей: погибло около 300 человек, в том числе местные чиновники."
2004-02-24,,Президент россии владимир путин отправил в отставку правительство михаила касьянова; 5 марта новым премьер-министром назначен михаил фрадков.
2004-02-24,,"У своего дома в швейцарии убит диспетчер питер нильсен (обвинявшийся в крушении самолётов над боденским озером в 2002 г.); убийцей оказался россиянин виталий калоев, потерявший семью в той авиакатастрофе."
2004-02-26,,В авиакатастрофе под мостаром погиб президент македонии борис трайковский.
