date_start,date_end,event
2003-01-01,,"Луис инасиу лула да силва вступил в должность президента бразилии, сменив фернанду энрике кардозу."
2003-01-05,,Роландас паксас победил на президентских выборах в литве.
2003-01-08,,"Катастрофа самолёта beechcraft 1900d авиакомпании air midwest вскоре после взлёта (сша): самолёт рухнул на аэродром, погибли все 21 человек на борту (19 пассажиров и 2 пилота), ранен 1 человек на земле."
2003-01-08,,Катастрофа авиалайнера avro rj100 в диярбакыре (турция).
2003-01-09,,Катастрофа перуанского самолёта fokker f28 под чачапоясом (перу): погибли все 46 человек на борту.
2003-01-10,,В джибути прошли первые многопартийные парламентские выборы (ранее участие ограничивалось четырьмя партиями); правящая коалиция ump вновь получила все 65 мест парламента.
2003-01-10,,Кндр официально вышла из договора о нераспространении ядерного оружия и объявила о разрыве сотрудничества с магатэ.
2003-01-11,,"Губернатор штата иллинойс (сша) помиловал всех 150 заключённых, приговорённых к смертной казни, отменив им высшую меру наказания."
2003-01-16,,"Запущен шаттл «колумбия» (миссия sts-107, 113-й старт программы «спейс шаттл», экипаж из 7 астронавтов) - последний полёт «колумбии» перед гибелью."
2003-01-19,,На кубе прошли выборы в национальную ассамблею (количество мест расширено до 608).
2003-01-22,,"В нидерландах состоялись внеочередные парламентские выборы, победила правящая партия христианско-демократический призыв."
2003-01-23,,"Получен последний сигнал с космического аппарата «пионер-10» (межпланетная станция наса, запущенная в 1972 году)."
2003-01-28,,"На досрочных выборах в кнессет израиля уверенную победу одержала партия «ликуд» во главе с ариэлем шароном; шарон сохранил пост премьер-министра, сформировав коалиционное правительство."
2003-01-31,,В бельгии легализованы однополые браки.
2003-02-01,,"Катастрофа шаттла «колумбия» при возвращении: космический корабль разрушился при входе в атмосферу, погибли все 7 членов экипажа."
2003-02-01,,"Российский телеканал «тнт» сменил формат вещания, сосредоточившись на реалити-шоу и развлекательных программах."
2003-02-01,,Вступил в силу новый гражданский процессуальный кодекс рф.
2003-02-01,,Вступил в силу ниццкий договор (внесённые им поправки реформировали институты ес перед расширением на восток).
2003-02-01,,Лобовое столкновение пассажирского и грузового поездов близ камбазумана (зимбабве) привело к гибели около 40 человек.
2003-02-02,,"В киргизии на референдуме одобрены поправки к конституции, а президент аскар акаев получил право оставаться у власти до 2005 года."
2003-02-04,,"Образовано новое государство сербия и черногория, официально заменившее союзную республику югославия."
2003-02-05,,Армения вступила во всемирную торговую организацию.
2003-02-09,,"На повторных президентских выборах в черногории действующий лидер филип вуянович набрал абсолютное большинство голосов, но выборы вновь признаны несостоявшимися из-за явки ниже 50% (как и в декабре 2002 года)."
2003-02-14,,Международный трибунал в гааге предъявил обвинение воиславу шешелю (24 февраля шешель добровольно прибыл в гаагу).
