date_start,date_end,event
2005-01-01,,"В россии вступил в силу закон о монетизации льгот (монетарная реформа системы социальных льгот); это вызвало акции протеста в москве, санкт-петербурге, самаре и ряде других городов."
2005-01-01,,"Американская девочка джинна гис (jeanna giese) выписалась из больницы, став первым человеком, выжившим после симптоматического бешенства без прививки (благодаря экспериментальному лечению)."
2005-01-02,,В хорватии прошёл первый тур президентских выборов.
2005-01-03,,В багдаде убит террористами губернатор провинции багдад али аль-хайдри.
2005-01-05,,"Американскими астрономами официально объявлено об открытии самой массивной из известных на тот момент карликовой планеты эрида (обнаружена по снимкам 21 октября 2003 года, майкл браун и др.)."
2005-01-09,,Махмуд аббас (абу мазен) избран главой палестинской национальной администрации (на смену покойному ясиру арафату).
2005-01-09,,"Завершилась вторая гражданская война в судане (длившаяся 21 год): в кении подписано найвашское соглашение о мире; через 6 лет по его условиям был проведён референдум, предоставивший независимость южному судану."
2005-01-12,,Наса запустило с мыса канаверал космический аппарат deep impact с миссией взорвать специальный зонд об ядро кометы темпеля 1.
2005-01-13,,"В эвенкийском ао (россия) разбился рейсовый самолёт ан-2 (маршрут ванавара - тура); погибли 9 человек, в том числе зам. губернатора области иван сафронов."
2005-01-14,,Европейский зонд «гюйгенс» совершил посадку на поверхность титана - крупнейшего спутника сатурна (первое в истории приземление аппарата на внеземной спутник).
2005-01-16,,"Во втором туре президентских выборов в хорватии действующий лидер степан месич переизбран, набрав ~66% голосов."
2005-01-18,,"На сайте vip.lenta.ru опубликована большая статья сергея рублёва «на пути к абсолютному знанию», посвящённая «википедии» (привлекла внимание к русскому разделу проекта)."
2005-01-20,,Джордж буш-младший принес присягу и вступил в должность президента сша на второй срок.
2005-01-20,,Зафиксировано самое мощное в истории наблюдений событие выброса солнечных космических лучей (солнечный протонный всплеск).
2005-01-22,,"Министр иностранных дел кндр ким ке гван заявил, что северная корея обладает ядерным оружием (открытое признание ядерного статуса)."
2005-01-23,,Виктор ющенко принёс присягу и вступил в должность президента украины (после победы «оранжевой революции»).
2005-01-25,,"В городе сатаре (штат махараштра, индия) во время индуистского паломничества возникла давка, погибли 257 человек."
2005-01-26,,"На западе ирака, в пустыне близ границы с иорданией, разбился американский военно-транспортный вертолёт ch-53e: погибли 31 морской пехотинец сша (крупнейшая одномоментная потеря американцев в иракской войне)."
2005-01-30,,В ираке прошли первые парламентские выборы после свержения режима баас и саддама хусейна (избран совет представителей ирака).
2005-02-01,,Основана южнокорейская звукозаписывающая компания big hit entertainment (будущий лейбл группы bts).
2005-02-03,,Под кабулом (афганистан) разбился пассажирский boeing 737-200 компании kam air; погибло 104 человека (крупнейшая авиакатастрофа в истории афганистана).
2005-02-07,,Президент азербайджана ильхам алиев издал указ о проведении деноминации маната (с 2006 года номиналы сокращены в 5000 раз).
2005-02-07,,Британская яхтсменка эллен макартур установила новый мировой рекорд одиночного кругосветного плавания под парусом - 71 день 14 часов 18 минут 33 секунды (превысив предыдущий рекорд на 1 день).
2005-02-10,,Кндр официально объявила о наличии у неё ядерного оружия и выходе из шестисторонних переговоров (начало нового витка кризиса вокруг ядерной программы кндр).
2005-02-14,,В бейруте убит в результате взрыва бывший премьер-министр ливана рафик харири; его гибель спровоцировала массовые антиправительственные протесты с требованием вывода сирийских войск (начало «революции кедров» в ливане).
2005-02-14,,"В сша стив чен, чад хёрли и джавед карим основали видеохостинг youtube (домен youtube.com)."
2005-02-16,,Вступил в силу киотский протокол по ограничению выбросов парниковых газов (без участия сша и австралии).
2005-02-16,2005-02-20,В новосибирске (россия) прошёл чемпионат европы по биатлону.
2005-02-20,,Началось вещание нового российского общенационального телеканала «звезда» (патриотический канал минобороны рф).
