date_start,date_end,event
2010-01-01,,"Вступил в силу Таможенный союз России, Беларуси и Казахстана."
2010-01-01,,Испания стала государством-председателем Совета Европейского союза.
2010-01-01,,Введение в обращение сукре — единой валюты некоторых стран Латинской Америки для взаимных расчётов в безналичной форме.
2010-01-01,,"Телеканалы ВГТРК Россия, Спорт, Культура и Вести переименованы в Россия-1, Россия-2, Россия-К и Россия-24 соответственно."
2010-01-02,,Закрыта на ремонт станция октябрьская кольцевой линии московского метрополитена.
2010-01-03,,В буэнос-айресе стартовало ралли «дакар-2010».
2010-01-04,,"В дубае сдана в эксплуатацию башня бурдж-халифа (араб. برج خليفة‎ — башня «халифа») — небоскрёб, с 19 мая 2008 года — самое высокое когда-либо существовавшее сооружение в мире. высота — 828 метров (163 этажа)."
2010-01-10,,В российской федерации введён новый вид уголовного наказания — «ограничение свободы».
2010-01-12,,Землетрясение на гаити.
2010-01-15,,Владимир торлопов покинул пост главы республики коми.
2010-01-17,,Первый тур президентских выборов на украине.
2010-01-19,,"По указу президента дмитрия медведева был образован новый северо-кавказский федеральный округ, отделён от южного федерального округа с центром в пятигорске."
2010-01-22,,Экипаж международной космической станции получил прямой доступ в интернет.
2010-01-29,,В комсомольске-на-амуре совершил первый полёт российский истребитель пятого поколения су-57.
2010-01-30,,В калининграде состоялся крупнейший в россии с 1990-х годов митинг протеста против действия властей.
2010-02-07,,В Варшаве (Польша) прошла жеребьёвка отборочного турнира Чемпионата Европы по футболу 2012.
2010-02-07,,На Украине прошёл второй тур Президентских выборов.
2010-02-08,,"130-й старт (sts-130) по программе спейс шаттл. 24-й полёт шаттла индевор. экипаж — джордж замка, терри вёртс, роберт бенкен, николас патрик, кэтрин хайр, стивен робинсон. продолжение строительства международной космической станции."
2010-02-09,,Утверждение европарламентом нового состава европейской комиссии.
2010-02-10,,На предолимпийской сессии в ванкувере (канада) выбраны столицы летних юношеских олимпийских игр 2014 года и зимних юношеских олимпийских игр 2016 года.
2010-02-12,,С космодрома Байконур стартовала ракета-носитель «Протон-М» с американским телекоммуникационным спутником «Intelsat 16».
2010-02-12,,На стадионе Би-Си Плэйс в Ванкувере (Канада) прошла церемония открытия Зимних Олимпийских игр 2010.
2010-02-12,,"В Афганистане началась Операция «Моштарак», крупнейшая с начала введения войск НАТО в 2001 году."
2010-02-14,,Наступление нового года по китайскому календарю.
2010-02-15,,"В россии отменяется обязательная сертификация пищевой и парфюмерно-косметической продукции, а также посуды."
2010-02-19,,"Международный союз теоретической и прикладной химии официально утвердил название 112-го химического элемента. учёные института тяжёлых ионов (дармштадт, германия) предложили для 112-го элемента название «коперниций» (copernicium, cn) в честь николая коперника."
2010-02-23,,Запуск «международного торгового центра ebay» на русском языке.
2010-02-25,,Инаугурация четвёртого президента украины виктора януковича.
2010-02-27,,Мощное землетрясение в чили; погибло более восьмисот человек.
2010-02-28,,На стадионе би-си плэйс в ванкувере (канада) прошла церемония закрытия зимних олимпийских игр. произошла передача олимпийского флага от ванкувера столице зимних олимпийских игр 2014 сочи.
2010-03-07,,В ираке прошли выборы в совет представителей.
2010-03-09,,"В лондоне состоялась премьера нового мюзикла эндрю ллойда уэббера, сиквела мюзикла «призрак оперы» — «любовь не умрёт никогда»."
2010-03-18,,"Приземление космического корабля союз тма-16. экипаж посадки — максим сураев, джеффри уильямс (сша)."
2010-03-18,,Математический институт клэя объявил о присуждении григорию перельману премии в размере 1 млн долларов сша за доказательство гипотезы пуанкаре. это первое в истории присуждение премии за решение одной из проблем тысячелетия.
2010-03-20,,С космодрома байконур стартовала ракета-носитель «протон-м» с американским спутником связи «echostar-14».
2010-03-21,,Извержение вулкана эйяфьядлайёкюдль.
2010-03-23,,Президент сша барак обама подписал «закон о доступном здравоохранении для америки».
2010-03-25,,Рустам минниханов принёс присягу и официально вступил в должность президента республики татарстан.
2010-03-29,,"Два террористических акта в московском метро, погиб 41 человек."
2010-04-02,,"С космодрома байконур стартовала ракета «союз-фг» с транспортным пилотируемым кораблём «союз тма-18». экипаж старта — александр скворцов, михаил корниенко и трейси колдуэлл (сша)."
2010-04-03,,В США поступил в продажу первый в мире планшетный ноутбук iPad от Apple.
2010-04-03,,В Британии начал работу первый в Европе 3D-телеканал.
2010-04-05,,"131-й старт (sts-131) по программе спейс шаттл. 38-й полёт шаттла дискавери. экипаж — алан пойндекстер, джеймс даттон, ричард мастраккио, клейтон андерсон, дороти меткалф-линденбургер, стефани уилсон, наоко ямадзаки (япония). продолжение строительства международной космической станции."
2010-04-06,2010-04-07,"массовые беспорядки в Кыргызстане, приведшие к отставке правительства."
2010-04-08,,Первый в мире самолёт на солнечных элементах совершил первый тестовый полёт.
2010-04-08,,Президент России Дмитрий Медведев и президент США Барак Обама в Праге подписали Договор о сокращении стратегических наступательных вооружений сроком на 10 лет.
2010-04-09,,В кыргызстане появилось народное правительство.
2010-04-10,,"Произошла авиакатастрофа под смоленском. в авиакатастрофе погибли президент польши лех качиньский с супругой, глава генштаба польши франтишек гонгор, глава национального банка польши славомир скшипек и др."
2010-04-14,,"Землетрясение магнитудой до 7,1 в китае. погибли 2039 человек, пропали без вести 195 человек, 12 315 человек получили ранения и более 100 тысяч остались без крова."
2010-04-19,,"Землетрясение в афганистан магнитудой 5,3. 11 погибших, более 70 раненых."
2010-04-20,,Взрыв нефтяной платформы «deepwater horizon». одна из крупнейших техногенных катастроф в мировой истории по негативному влиянию на экологическую обстановку.
2010-04-22,,С мыса канаверал проведён испытательный запуск орбитального самолёта boeing x-37b (приземлился 3 декабря).
2010-04-24,,С космодрома байконур стартовала ракета-носитель «протон-м» с разгонным блоком «бриз-м» и американским телекоммуникационным спутником «amc-4р».
2010-04-27,,Парламенты россии и украины ратифицировали соглашение по поводу продления срока пребывания черноморского флота вмф россии в крыму до 2042 года.
2010-04-28,,Пуск ракеты-носителя «союз-у» с грузовым транспортным кораблём «прогресс м-05м» к мкс.
2010-05-01,,"Взрывы в сомали. 2 взрыва прогремели в мечети абдалла шидейе, 39 погибших и около 70 пострадавших."
2010-05-01,2010-10-31,"всемирная выставка Expo 2010 (Шанхай, Китай)."
2010-05-07,2010-05-23,74-й чемпионат мира по хоккею с шайбой (Германия).
2010-05-08,2010-05-09,взрывы на шахте «Распадская».
2010-05-11,,"На спасской и никольской башнях московского кремля обнаружены древние надвратные иконы, считавшиеся утраченными."
2010-05-12,,"Катастрофа Airbus A330 в Триполи (Ливия), погибли 103 человека. Единственный выживший — восьмилетний ребёнок из Нидерландов."
